timestamp,http_method,endpoint,status_code,response_time_ms,client_ip,user_agent,request_size_bytes,response_size_bytes,request_id,header_field_1,header_field_2,header_field_3,header_field_4,header_field_5,header_field_6,header_field_7,header_field_8,header_field_9,header_field_10,header_field_11,header_field_12,header_field_13,header_field_14,header_field_15,header_field_16,header_field_17,header_field_18,header_field_19,header_field_20,header_field_21,header_field_22,header_field_23,header_field_24,header_field_25,header_field_26,header_field_27,header_field_28,header_field_29,header_field_30,header_field_31,header_field_32,header_field_33,header_field_34,header_field_35,header_field_36,header_field_37,header_field_38,header_field_39,header_field_40
2026-04-27 13:31:22.781524,POST,/api/settings,200,29,10.0.0.180,curl/7.68.0,349,2625,912ed518-ccc0-49ab-98b3-f17d39794673,False,True,value_63_54,12.28,327,108,value_2_54,5.16,225,39,29.84,False,92,93.66,304,240,False,value_37_54,value_69_54,value_4_54,False,True,61.41,False,False,value_69_54,False,value_81_54,73.24,267,value_45_54,449,value_13_54,9.65,value_42_54,False,104,201,3.8,21.93
2026-04-30 23:07:22.781524,DELETE,/api/users,200,50,192.168.1.71,python-requests/2.25.1,773,11979,53e7b04b-1a9b-4bef-ae4b-b44d9d0c0919,False,True,value_9_55,23.59,53,609,value_12_55,66.99,152,300,83.99,True,949,3.93,735,937,False,value_78_55,value_43_55,value_6_55,True,True,85.96,False,False,value_96_55,False,value_32_55,54.83,585,value_55_55,942,value_98_55,24.19,value_86_55,True,201,443,74.59,3.37
2026-04-30 00:30:22.781524,GET,/api/auth/login,200,555,192.168.1.190,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",4633,16245,0b64ec83-4a71-4c6c-b7d7-0f88f61abbb5,False,False,value_98_56,16.55,760,726,value_97_56,4.42,710,223,77.28,True,958,12.21,496,444,False,value_27_56,value_4_56,value_32_56,False,False,39.24,False,False,value_95_56,False,value_14_56,12.8,7,value_96_56,363,value_27_56,1.24,value_14_56,False,449,913,54.93,21.46
2026-04-28 18:36:22.781524,GET,/api/users,201,213,192.168.1.109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",2265,17248,61927eb9-d5af-47b1-b4ee-b7d88d8acb7f,True,False,value_69_57,18.63,238,804,value_31_57,58.83,563,317,23.01,False,206,45.22,290,297,True,value_92_57,value_15_57,value_61_57,False,True,95.62,True,True,value_70_57,False,value_90_57,88.21,919,value_71_57,875,value_81_57,46.88,value_21_57,False,818,987,5.77,41.61
2026-05-02 00:59:22.781524,GET,/api/settings,200,155,10.0.0.130,PostmanRuntime/7.28.4,870,7309,30650916-6bcd-4b3a-a9bd-80c69a71af66,False,False,value_99_58,83.75,228,74,value_22_58,99.94,771,348,13.13,False,352,93.39,939,951,False,value_44_58,value_34_58,value_79_58,False,True,13.31,False,True,value_78_58,True,value_99_58,39.34,507,value_43_58,456,value_28_58,30.13,value_43_58,True,842,418,68.08,75.96
2026-04-28 04:52:22.781524,GET,/api/users,200,224,192.168.1.229,python-requests/2.25.1,4062,5121,a0307da3-a2cd-4059-8fae-b03b2b748569,True,False,value_17_59,33.21,578,837,value_53_59,55.58,570,114,86.81,False,902,31.62,101,35,False,value_27_59,value_23_59,value_99_59,False,True,10.21,False,False,value_29_59,True,value_39_59,82.79,475,value_46_59,724,value_34_59,59.84,value_53_59,False,972,426,46.68,18.78
2026-04-29 09:27:22.781524,GET,/api/products,502,124,10.0.0.130,curl/7.68.0,4463,15534,2aac357e-377f-4287-b65a-11325379628c,False,True,value_17_60,31.14,50,145,value_63_60,47.32,583,697,96.32,True,331,50.72,985,83,False,value_88_60,value_75_60,value_10_60,False,False,65.87,False,True,value_63_60,False,value_88_60,78.77,296,value_90_60,727,value_85_60,29.72,value_89_60,False,265,478,3.45,71.98
2026-04-26 08:10:22.781524,GET,/api/auth/login,200,271,10.0.0.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",2084,14123,bbc9b796-6f23-485f-98ec-b417b5dfc993,True,True,value_85_61,22.74,608,127,value_62_61,31.29,659,322,3.13,False,816,4.16,266,451,False,value_82_61,value_34_61,value_59_61,True,False,94.28,False,False,value_29_61,False,value_77_61,62.44,163,value_59_61,225,value_11_61,29.99,value_64_61,True,909,474,96.96,86.69
2026-04-28 07:26:22.781524,PUT,/api/auth/login,404,19,192.168.1.7,curl/7.68.0,1177,5626,ad7129c7-5949-42b5-8596-cff85045e15c,True,False,value_61_62,60.79,603,852,value_28_62,12.05,860,567,73.13,False,861,14.83,866,885,False,value_34_62,value_5_62,value_54_62,False,True,80.89,False,False,value_35_62,True,value_16_62,49.45,484,value_35_62,981,value_21_62,74.32,value_37_62,False,209,125,94.91,45.39
2026-04-26 01:39:22.781524,GET,/api/settings,200,176,192.168.1.189,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",335,5622,09250181-989e-4b92-aa79-4b5b478bcb0d,False,True,value_71_63,37.93,263,41,value_52_63,73.1,574,39,90.95,True,724,98.66,967,774,True,value_65_63,value_14_63,value_81_63,True,False,7.64,True,True,value_56_63,False,value_73_63,97.96,596,value_40_63,130,value_31_63,4.81,value_85_63,True,562,394,51.29,82.14
2026-04-29 07:02:22.781524,GET,/api/products,200,44,10.0.0.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",488,18530,32eb1827-4ea5-47b3-a5fd-41a946e2e085,False,False,value_22_64,74.42,417,355,value_8_64,19.26,309,865,85.74,False,158,96.51,621,821,True,value_63_64,value_77_64,value_74_64,True,False,27.94,False,True,value_63_64,True,value_6_64,14.5,71,value_33_64,587,value_23_64,90.29,value_52_64,True,117,816,9.37,55.47
2026-04-30 06:26:22.781524,POST,/api/orders,201,35,192.168.1.109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",3137,17802,8e02dabb-c4ba-4b38-84d9-6bb984e299f0,True,False,value_34_65,20.56,802,40,value_22_65,11.53,884,39,96.45,False,953,0.49,973,384,False,value_33_65,value_56_65,value_25_65,False,True,93.03,False,True,value_4_65,False,value_45_65,72.52,566,value_30_65,475,value_71_65,85.23,value_98_65,True,712,880,75.46,63.71
2026-04-28 18:00:22.781524,GET,/api/users,201,93,192.168.1.109,python-requests/2.25.1,4958,19681,748d0ff8-82a5-4b42-bcf4-45832eb619b0,True,False,value_68_66,78.78,95,933,value_49_66,42.18,242,858,76.01,False,956,95.18,841,171,False,value_7_66,value_45_66,value_92_66,False,True,25.31,True,False,value_50_66,False,value_69_66,19.12,904,value_16_66,797,value_10_66,66.78,value_71_66,True,376,805,49.19,52.63
2026-04-26 10:58:22.781524,PUT,/api/metrics,403,29,10.0.0.180,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1948,6370,7d826d2c-d39a-4095-9531-eb46caeb5c19,False,True,value_78_67,60.37,87,33,value_1_67,79.53,492,972,44.23,False,23,63.91,961,375,False,value_12_67,value_94_67,value_90_67,False,False,78.12,False,True,value_44_67,True,value_55_67,33.83,558,value_93_67,985,value_21_67,59.32,value_5_67,False,550,575,30.24,46.32
2026-04-28 02:30:22.781524,GET,/api/users,200,29,192.168.1.24,curl/7.68.0,4819,2031,8a11cda0-3c79-4be6-9bca-241ec0203a18,True,False,value_55_68,11.43,77,16,value_50_68,74.51,365,748,31.2,True,403,86.79,941,684,True,value_82_68,value_41_68,value_50_68,False,True,82.51,True,False,value_86_68,True,value_85_68,30.87,910,value_25_68,276,value_1_68,89.23,value_59_68,False,539,324,49.14,23.47
2026-05-02 03:46:22.781524,PATCH,/api/users,200,84,192.168.1.152,python-requests/2.25.1,2914,8672,02d62ca4-aed3-4ac7-ba05-46fe9f06f439,False,False,value_28_69,41.45,287,676,value_34_69,5.49,329,288,32.07,False,804,45.47,776,361,True,value_55_69,value_56_69,value_64_69,False,False,49.55,False,True,value_87_69,True,value_48_69,94.7,943,value_41_69,155,value_53_69,18.53,value_12_69,False,770,391,52.24,30.32
2026-04-29 06:49:22.781524,POST,/api/orders,200,787,10.0.0.7,python-requests/2.25.1,3474,8173,c57d1462-bb8b-4dc7-88bd-2abbbc6b9156,False,False,value_70_70,86.35,119,152,value_59_70,45.51,106,261,72.44,False,515,51.56,2,558,False,value_36_70,value_78_70,value_52_70,True,False,38.63,True,True,value_52_70,True,value_9_70,96.74,237,value_16_70,759,value_58_70,7.9,value_41_70,True,83,929,56.27,29.0
2026-04-28 02:57:22.781524,GET,/api/users,400,48,10.0.0.60,python-requests/2.25.1,3378,7382,998d3b80-9dd9-4191-8c6d-54e9a73924c8,False,True,value_97_71,92.3,813,997,value_37_71,52.24,225,215,74.58,True,731,48.88,84,890,True,value_6_71,value_66_71,value_32_71,False,False,45.01,True,False,value_93_71,False,value_65_71,18.3,103,value_96_71,217,value_89_71,23.95,value_33_71,False,453,687,44.12,56.33
2026-05-01 09:13:22.781524,GET,/api/products,200,13,192.168.1.229,python-requests/2.25.1,1352,2406,077c7bc4-def2-4a50-aea0-bf6e8da25355,False,True,value_94_72,46.57,490,377,value_55_72,64.45,824,146,20.04,False,363,66.69,793,140,True,value_1_72,value_15_72,value_19_72,False,False,22.7,False,False,value_22_72,True,value_83_72,2.2,209,value_69_72,189,value_77_72,79.46,value_42_72,False,666,627,60.58,12.0
2026-04-30 04:56:22.781524,PUT,/api/products,503,298,10.0.0.51,python-requests/2.25.1,4081,3586,6d05fd09-366b-40d8-a472-1c619a037810,True,False,value_89_73,48.08,911,587,value_90_73,65.02,217,335,86.81,True,381,13.97,327,886,False,value_43_73,value_50_73,value_84_73,True,False,88.94,False,False,value_60_73,False,value_44_73,72.0,553,value_98_73,416,value_61_73,3.47,value_15_73,True,628,439,91.87,91.68
2026-04-30 22:11:22.781524,POST,/api/auth/login,200,338,192.168.1.8,PostmanRuntime/7.28.4,4773,14003,c1d7f893-ba57-4805-a2a9-293b424ad757,False,True,value_26_74,91.85,451,598,value_94_74,36.47,936,167,71.49,False,531,3.0,815,917,True,value_99_74,value_74_74,value_89_74,True,False,45.06,False,False,value_17_74,True,value_2_74,41.8,827,value_89_74,980,value_38_74,58.28,value_99_74,True,513,203,36.23,72.07
2026-04-27 07:54:22.781524,POST,/api/settings,200,95,192.168.1.109,curl/7.68.0,2222,8652,371ee442-4855-4a24-8011-1c03e7c27260,True,True,value_92_75,58.71,499,628,value_72_75,56.07,752,91,56.28,True,955,30.79,449,117,True,value_17_75,value_25_75,value_1_75,False,True,88.25,True,False,value_80_75,True,value_54_75,8.88,467,value_24_75,674,value_5_75,99.54,value_52_75,False,604,485,72.57,40.14
2026-04-28 17:13:22.781524,POST,/api/metrics,404,134,192.168.1.190,python-requests/2.25.1,4630,6250,38c4de57-dd5d-4053-927a-bff8f33b3c86,False,True,value_40_76,3.28,164,873,value_85_76,48.11,505,352,47.15,True,151,70.47,453,276,False,value_82_76,value_33_76,value_97_76,True,True,10.57,True,False,value_69_76,False,value_63_76,68.38,453,value_25_76,691,value_30_76,85.57,value_66_76,True,677,832,89.45,15.86
2026-04-27 07:01:22.781524,GET,/api/users,204,219,192.168.1.190,curl/7.68.0,2250,13272,62e5dd26-1e90-42da-8fa6-2b0fb5684b84,True,True,value_52_77,91.27,181,341,value_92_77,88.5,258,570,54.32,True,561,20.19,923,725,True,value_34_77,value_6_77,value_99_77,False,False,98.83,True,False,value_4_77,True,value_14_77,54.51,267,value_28_77,545,value_37_77,52.14,value_1_77,True,386,30,45.6,88.2
2026-04-28 12:14:22.781524,GET,/api/users,500,19,10.0.0.167,PostmanRuntime/7.28.4,4959,10767,63f61388-3334-4281-b691-db195485d440,False,True,value_86_78,24.82,468,980,value_63_78,53.03,887,570,15.92,True,688,67.34,628,219,True,value_21_78,value_91_78,value_14_78,True,False,44.33,False,False,value_51_78,True,value_56_78,98.05,385,value_95_78,40,value_91_78,6.36,value_85_78,True,911,387,44.35,82.38
2026-05-02 02:11:22.781524,GET,/api/orders,200,605,192.168.1.189,PostmanRuntime/7.28.4,1429,1562,8e6815d9-f11a-4259-87f9-aa92032f6cc7,True,True,value_84_79,57.76,909,26,value_20_79,44.1,773,815,20.37,False,946,96.99,220,904,False,value_95_79,value_56_79,value_100_79,True,False,4.78,True,True,value_76_79,True,value_47_79,22.74,774,value_62_79,306,value_37_79,83.14,value_70_79,True,349,624,60.21,72.17
2026-05-01 20:04:22.781524,PUT,/api/settings,200,445,192.168.1.8,curl/7.68.0,1458,18860,cc6e6fa2-4886-4d94-b38a-8d0286259134,True,True,value_48_80,16.55,734,824,value_25_80,40.45,516,680,9.12,True,607,9.39,153,25,True,value_57_80,value_1_80,value_55_80,False,True,3.8,True,False,value_73_80,True,value_82_80,40.4,847,value_36_80,942,value_90_80,59.9,value_60_80,False,295,876,59.14,27.15
2026-04-28 16:38:22.781524,POST,/api/products,200,70,192.168.1.190,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",2582,18180,e298d57e-65ea-401e-9933-fca83d54b7da,False,True,value_57_81,3.39,822,286,value_38_81,57.24,772,780,15.37,False,616,67.26,664,520,True,value_71_81,value_67_81,value_29_81,True,False,74.62,False,False,value_85_81,False,value_59_81,54.25,386,value_93_81,337,value_59_81,11.49,value_53_81,True,257,433,80.66,40.24
2026-05-02 08:31:22.781524,GET,/api/metrics,503,13,192.168.1.189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4642,6729,d97c362d-380f-439d-9aa7-59f1395e5297,False,True,value_67_82,31.15,943,645,value_28_82,80.4,53,362,45.37,True,419,44.38,11,782,False,value_91_82,value_69_82,value_23_82,True,True,65.9,True,True,value_4_82,False,value_91_82,79.17,876,value_76_82,313,value_10_82,9.39,value_7_82,True,80,836,47.65,10.27
2026-04-30 13:53:22.781524,GET,/api/auth/login,200,551,192.168.1.58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",2117,17009,8b106f29-bca0-4e97-a7ce-58ddc5940e96,False,True,value_58_83,78.05,977,730,value_8_83,53.84,46,556,53.04,True,249,86.81,132,9,False,value_55_83,value_88_83,value_90_83,True,False,80.21,True,False,value_11_83,True,value_20_83,54.88,258,value_98_83,74,value_88_83,90.96,value_25_83,True,936,925,99.61,18.9
2026-05-02 08:14:22.781524,GET,/api/products,200,149,10.0.0.184,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1431,15647,7e5bb4c0-6493-4cf6-af93-25f5e5ac2cbc,False,False,value_16_84,27.76,6,167,value_75_84,66.17,726,344,1.79,True,116,17.71,993,983,False,value_72_84,value_93_84,value_67_84,True,False,10.54,False,True,value_83_84,True,value_56_84,61.29,282,value_68_84,952,value_30_84,66.92,value_67_84,True,267,375,5.95,78.3
2026-04-30 05:57:22.781524,GET,/api/settings,200,165,192.168.1.140,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",4444,5132,399ceffd-8fc0-4929-95ac-227cf7d7cc24,True,False,value_32_85,22.01,329,609,value_95_85,73.79,688,692,79.68,False,865,69.26,303,377,True,value_2_85,value_95_85,value_60_85,True,True,3.56,True,True,value_55_85,True,value_23_85,22.61,625,value_77_85,278,value_34_85,82.93,value_47_85,True,418,343,0.32,71.5
2026-04-29 19:44:22.781524,POST,/api/auth/login,200,240,192.168.1.24,python-requests/2.25.1,4361,6788,7a76f85d-06d9-4e4a-9427-88c5c8f5a3c8,False,True,value_29_86,21.27,774,267,value_70_86,52.02,520,169,29.42,True,511,83.81,292,632,False,value_15_86,value_95_86,value_7_86,True,True,50.86,False,False,value_18_86,False,value_94_86,84.69,874,value_37_86,175,value_81_86,87.9,value_80_86,True,234,442,64.02,59.35
2026-04-28 04:47:22.781524,POST,/api/orders,200,201,192.168.1.8,PostmanRuntime/7.28.4,1458,4096,38383e3e-fb9d-45b0-b15e-c6894ba536d8,True,False,value_9_87,51.52,672,748,value_8_87,42.68,98,355,91.18,False,739,94.46,974,636,True,value_10_87,value_86_87,value_72_87,False,False,38.76,False,True,value_60_87,False,value_67_87,42.86,39,value_13_87,895,value_76_87,57.18,value_97_87,True,832,578,29.84,89.57
2026-04-27 06:40:22.781524,PUT,/api/orders,200,586,10.0.0.144,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",4737,11975,35389697-03f6-432a-bad4-58a345f5c43b,True,False,value_44_88,97.55,150,820,value_96_88,87.67,19,190,96.75,False,577,68.32,299,681,False,value_89_88,value_26_88,value_32_88,False,False,46.19,False,False,value_24_88,False,value_84_88,14.1,485,value_25_88,661,value_85_88,51.74,value_64_88,True,310,74,24.04,58.33
2026-05-01 12:02:22.781524,GET,/api/users,200,587,192.168.1.23,PostmanRuntime/7.28.4,4954,6668,3581a281-6cfd-4426-ad0b-9cb88b1aa621,False,True,value_3_89,45.9,84,454,value_41_89,41.75,889,666,18.55,False,334,49.72,739,583,True,value_20_89,value_47_89,value_16_89,True,False,99.16,False,True,value_7_89,False,value_35_89,66.42,928,value_38_89,272,value_26_89,43.04,value_81_89,False,812,556,31.19,46.7
2026-05-01 07:39:22.781524,GET,/api/settings,401,413,192.168.1.152,curl/7.68.0,3277,10295,dab1c00f-d007-4f5d-9cb8-31d874fae2b4,True,True,value_76_90,55.73,146,905,value_8_90,46.19,752,421,46.21,False,417,61.78,782,151,False,value_70_90,value_56_90,value_59_90,False,True,97.07,False,True,value_34_90,True,value_79_90,21.61,219,value_30_90,836,value_55_90,31.69,value_57_90,True,974,771,25.6,34.04
2026-04-26 17:43:22.781524,POST,/api/metrics,500,212,10.0.0.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",2228,8061,9abce6cb-1158-4c7f-b6e7-f7747ed4f82f,True,True,value_71_91,86.06,623,684,value_7_91,99.03,572,699,0.12,False,931,86.89,42,719,False,value_5_91,value_9_91,value_18_91,False,True,94.23,True,True,value_49_91,True,value_69_91,9.76,128,value_47_91,619,value_15_91,43.46,value_98_91,False,985,665,3.08,94.04
2026-04-26 05:45:22.781524,POST,/api/auth/login,200,332,192.168.1.71,curl/7.68.0,2280,8758,c42e0775-8ee0-4ea7-9762-3029f2f710cb,True,False,value_30_92,53.51,380,400,value_75_92,0.02,890,6,59.83,False,773,57.06,943,48,False,value_48_92,value_86_92,value_60_92,False,True,78.38,True,False,value_42_92,True,value_100_92,86.2,519,value_23_92,650,value_70_92,77.39,value_7_92,True,356,154,97.15,8.27
2026-04-26 22:50:22.781524,POST,/api/products,200,236,192.168.1.7,curl/7.68.0,4992,17116,83555c1d-fbe3-4d17-b128-d307692a7c2a,True,False,value_76_93,18.45,914,921,value_62_93,18.55,489,132,60.73,False,294,3.04,342,153,False,value_75_93,value_43_93,value_86_93,True,True,35.48,False,False,value_28_93,False,value_62_93,46.02,612,value_39_93,861,value_29_93,60.19,value_27_93,True,212,429,22.07,93.09
2026-04-27 10:38:22.781524,POST,/api/settings,201,180,192.168.1.190,python-requests/2.25.1,237,6871,021b001e-590a-41e4-980c-b8bdbe4a16ce,False,True,value_29_94,29.96,547,980,value_65_94,38.4,418,746,24.75,False,937,93.09,325,858,True,value_71_94,value_80_94,value_68_94,False,True,41.21,False,True,value_59_94,True,value_60_94,74.93,927,value_2_94,782,value_83_94,89.25,value_35_94,True,573,362,73.4,82.67
2026-04-27 12:35:22.781524,GET,/api/settings,200,37,10.0.0.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",3572,14869,6803b6ff-0095-4ed4-b131-2d329c7a540a,False,True,value_1_95,30.99,284,475,value_68_95,93.26,689,556,55.84,False,754,68.95,813,292,False,value_19_95,value_41_95,value_72_95,True,True,54.96,True,True,value_42_95,False,value_56_95,29.06,891,value_91_95,858,value_20_95,44.34,value_71_95,True,48,447,76.26,12.99
2026-04-30 12:10:22.781524,POST,/api/orders,200,343,192.168.1.24,curl/7.68.0,2932,13410,24f330c6-fcf6-4d5f-a1b1-a14517c33b2d,False,True,value_10_96,39.73,699,701,value_21_96,7.0,849,825,22.55,True,370,67.65,497,579,False,value_56_96,value_85_96,value_77_96,False,False,83.05,False,False,value_44_96,False,value_94_96,78.7,687,value_69_96,930,value_35_96,60.71,value_17_96,False,126,986,92.93,56.5
2026-05-02 11:45:22.781524,GET,/api/users,200,353,10.0.0.51,curl/7.68.0,3679,8443,405289bd-48dc-43af-8fce-3c7ec310f575,False,False,value_91_97,42.68,81,633,value_8_97,0.95,61,760,16.08,True,185,21.57,363,49,True,value_17_97,value_16_97,value_41_97,True,False,6.87,False,False,value_98_97,True,value_76_97,11.19,618,value_17_97,288,value_19_97,63.13,value_37_97,True,222,233,3.05,86.65
2026-04-26 10:14:22.781524,GET,/api/users,200,206,10.0.0.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",3131,12699,91f2c637-e839-4b81-959b-41bc72b18b2f,True,False,value_81_98,79.98,513,557,value_66_98,5.27,144,30,65.15,True,245,65.89,890,663,False,value_6_98,value_93_98,value_97_98,True,True,42.43,False,True,value_49_98,True,value_35_98,35.6,612,value_36_98,723,value_10_98,59.17,value_57_98,True,920,562,87.2,57.18
2026-04-30 01:58:22.781524,GET,/api/auth/login,401,353,192.168.1.190,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4264,16228,50b579f3-5042-4c42-aeb2-2e2adf579f02,True,False,value_8_99,34.94,896,575,value_11_99,8.85,215,534,32.59,True,636,39.39,426,530,True,value_40_99,value_39_99,value_57_99,False,False,8.26,True,True,value_36_99,True,value_42_99,97.81,259,value_6_99,892,value_8_99,70.26,value_90_99,False,278,817,52.72,90.72
